"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1",0,25,55.9016994374947,50,100,103.077640640442,111.803398874989,134.629120178363,176.776695296637,175,176.776695296637,201.556443707464,200,201.556443707464,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,269.258240356725,261.007662722764,254.950975679639,251.246890528022,292.617497767991,316.227766016838
"2",25,0,35.3553390593274,25,75,79.0569415042095,90.1387818865997,111.803398874989,152.069063257455,150,152.069063257455,176.776695296637,175,176.776695296637,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,246.221445044903,237.170824512628,230.488611432322,226.384628453435,269.258240356725,292.617497767991
"3",55.9016994374947,35.3553390593274,0,25,55.9016994374947,70.7106781186548,90.1387818865997,106.066017177982,125,127.47548783982,134.629120178363,150,152.069063257455,158.113883008419,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,213.600093632938,206.155281280883,201.556443707464,200,237.170824512628,261.007662722764
"4",50,25,25,0,50,55.9016994374947,70.7106781186548,90.1387818865997,127.47548783982,125,127.47548783982,152.069063257455,150,152.069063257455,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,223.606797749979,213.600093632938,206.155281280883,201.556443707464,246.221445044903,269.258240356725
"5",100,75,55.9016994374947,50,0,25,50,55.9016994374947,79.0569415042095,75,79.0569415042095,103.077640640442,100,103.077640640442,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,180.277563773199,167.705098312484,158.113883008419,152.069063257455,201.556443707464,223.606797749979
"6",103.077640640442,79.0569415042095,70.7106781186548,55.9016994374947,25,0,25,35.3553390593274,90.1387818865997,79.0569415042095,75,111.803398874989,103.077640640442,100,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,195.256241897666,180.277563773199,167.705098312484,158.113883008419,215.058131676066,235.849528301415
"7",111.803398874989,90.1387818865997,90.1387818865997,70.7106781186548,50,25,0,25,106.066017177982,90.1387818865997,79.0569415042095,125,111.803398874989,103.077640640442,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,212.132034355964,195.256241897666,180.277563773199,167.705098312484,230.488611432322,250
"8",134.629120178363,111.803398874989,106.066017177982,90.1387818865997,55.9016994374947,35.3553390593274,25,0,90.1387818865997,70.7106781186548,55.9016994374947,106.066017177982,90.1387818865997,79.0569415042095,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,195.256241897666,176.776695296637,160.078105935821,145.773797371133,212.132034355964,230.488611432322
"9",176.776695296637,152.069063257455,125,127.47548783982,79.0569415042095,90.1387818865997,106.066017177982,90.1387818865997,0,25,50,25,35.3553390593274,55.9016994374947,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,106.066017177982,90.1387818865997,79.0569415042095,75,125,145.773797371133
"10",175,150,127.47548783982,125,75,79.0569415042095,90.1387818865997,70.7106781186548,25,0,25,35.3553390593274,25,35.3553390593274,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,125,106.066017177982,90.1387818865997,79.0569415042095,141.42135623731,160.078105935821
"11",176.776695296637,152.069063257455,134.629120178363,127.47548783982,79.0569415042095,75,79.0569415042095,55.9016994374947,50,25,0,55.9016994374947,35.3553390593274,25,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,145.773797371133,125,106.066017177982,90.1387818865997,160.078105935821,176.776695296637
"12",201.556443707464,176.776695296637,150,152.069063257455,103.077640640442,111.803398874989,125,106.066017177982,25,35.3553390593274,55.9016994374947,0,25,50,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,90.1387818865997,70.7106781186548,55.9016994374947,50,106.066017177982,125
"13",200,175,152.069063257455,150,100,103.077640640442,111.803398874989,90.1387818865997,35.3553390593274,25,35.3553390593274,25,0,25,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,125,141.42135623731
"14",201.556443707464,176.776695296637,158.113883008419,152.069063257455,103.077640640442,100,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,25,50,25,0,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,25,134.629120178363,111.803398874989,90.1387818865997,70.7106781186548,145.773797371133,160.078105935821
"15",237.170824512628,213.600093632938,182.002747232013,190.394327646598,145.773797371133,160.078105935821,176.776695296637,160.078105935821,70.7106781186548,90.1387818865997,111.803398874989,55.9016994374947,79.0569415042095,103.077640640442,0,25,50,75,100,35.3553390593274,25,35.3553390593274,55.9016994374947,55.9016994374947,79.0569415042095
"16",230.488611432322,206.155281280883,176.776695296637,182.002747232013,134.629120178363,145.773797371133,160.078105935821,141.42135623731,55.9016994374947,70.7106781186548,90.1387818865997,35.3553390593274,55.9016994374947,79.0569415042095,25,0,25,50,75,55.9016994374947,35.3553390593274,25,35.3553390593274,70.7106781186548,90.1387818865997
"17",226.384628453435,201.556443707464,175,176.776695296637,127.47548783982,134.629120178363,145.773797371133,125,50,55.9016994374947,70.7106781186548,25,35.3553390593274,55.9016994374947,50,25,0,25,50,79.0569415042095,55.9016994374947,35.3553390593274,25,90.1387818865997,106.066017177982
"18",225,200,176.776695296637,175,125,127.47548783982,134.629120178363,111.803398874989,55.9016994374947,50,55.9016994374947,35.3553390593274,25,35.3553390593274,75,50,25,0,25,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,111.803398874989,125
"19",226.384628453435,201.556443707464,182.002747232013,176.776695296637,127.47548783982,125,127.47548783982,103.077640640442,70.7106781186548,55.9016994374947,50,55.9016994374947,35.3553390593274,25,100,75,50,25,0,127.47548783982,103.077640640442,79.0569415042095,55.9016994374947,134.629120178363,145.773797371133
"20",269.258240356725,246.221445044903,213.600093632938,223.606797749979,180.277563773199,195.256241897666,212.132034355964,195.256241897666,106.066017177982,125,145.773797371133,90.1387818865997,111.803398874989,134.629120178363,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,0,25,50,75,25,50
"21",261.007662722764,237.170824512628,206.155281280883,213.600093632938,167.705098312484,180.277563773199,195.256241897666,176.776695296637,90.1387818865997,106.066017177982,125,70.7106781186548,90.1387818865997,111.803398874989,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,25,0,25,50,35.3553390593274,55.9016994374947
"22",254.950975679639,230.488611432322,201.556443707464,206.155281280883,158.113883008419,167.705098312484,180.277563773199,160.078105935821,79.0569415042095,90.1387818865997,106.066017177982,55.9016994374947,70.7106781186548,90.1387818865997,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,50,25,0,25,55.9016994374947,70.7106781186548
"23",251.246890528022,226.384628453435,200,201.556443707464,152.069063257455,158.113883008419,167.705098312484,145.773797371133,75,79.0569415042095,90.1387818865997,50,55.9016994374947,70.7106781186548,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,75,50,25,0,79.0569415042095,90.1387818865997
"24",292.617497767991,269.258240356725,237.170824512628,246.221445044903,201.556443707464,215.058131676066,230.488611432322,212.132034355964,125,141.42135623731,160.078105935821,106.066017177982,125,145.773797371133,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,25,35.3553390593274,55.9016994374947,79.0569415042095,0,25
"25",316.227766016838,292.617497767991,261.007662722764,269.258240356725,223.606797749979,235.849528301415,250,230.488611432322,145.773797371133,160.078105935821,176.776695296637,125,141.42135623731,160.078105935821,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,50,55.9016994374947,70.7106781186548,90.1387818865997,25,0
